country,alpha2,subdivision,district,label,region,sub_country
Lithuania,LT,TE,Tel_iu Apskritis,Lithuania - Tel_iu Apskritis,,
Lithuania,LT,UT,Utenos Apskritis,Lithuania - Utenos Apskritis,,
Lithuania,LT,VL,Vilniaus Apskritis,Lithuania - Vilniaus Apskritis,,
Luxembourg,LU,D,Diekirch,Luxembourg - Diekirch,,
Luxembourg,LU,G,Grevenmacher,Luxembourg - Grevenmacher,,
Luxembourg,LU,L,Luxembourg (fr),Luxembourg - Luxembourg (fr),,
Latvia,LV,1,Aglonas novads (Aglona),Latvia - Aglonas novads (Aglona),,
Latvia,LV,2,Aizkraukles novads (Aizkraukle),Latvia - Aizkraukles novads (Aizkraukle),,
Latvia,LV,3,Aizputes novads (Aizpute),Latvia - Aizputes novads (Aizpute),,
Latvia,LV,4,Aknistes novads (Akniste),Latvia - Aknistes novads (Akniste),,
Latvia,LV,5,Alojas novads (Aloja),Latvia - Alojas novads (Aloja),,
Latvia,LV,6,Alsungas novads (Alsunga),Latvia - Alsungas novads (Alsunga),,
Latvia,LV,7,Aluksnes novads (Aluksne),Latvia - Aluksnes novads (Aluksne),,
Latvia,LV,8,Amatas novads (Amata),Latvia - Amatas novads (Amata),,
Latvia,LV,9,Apes novads (Ape),Latvia - Apes novads (Ape),,
Latvia,LV,10,Auces novads (Auce),Latvia - Auces novads (Auce),,
Latvia,LV,11,Ada_u novads (Ada_i),Latvia - Ada_u novads (Ada_i),,
Latvia,LV,12,Babites novads (Babite),Latvia - Babites novads (Babite),,
Latvia,LV,13,Baldones novads (Baldone),Latvia - Baldones novads (Baldone),,
Latvia,LV,14,Baltinavas novads (Baltinava),Latvia - Baltinavas novads (Baltinava),,
Latvia,LV,15,Balvu novads (Balvi),Latvia - Balvu novads (Balvi),,
Latvia,LV,16,Bauskas novads (Bauska),Latvia - Bauskas novads (Bauska),,
Latvia,LV,17,Beverinas novads (Beverina),Latvia - Beverinas novads (Beverina),,
Latvia,LV,18,Brocenu novads (Broceni),Latvia - Brocenu novads (Broceni),,
Latvia,LV,19,Burtnieku novads (Burtnieki),Latvia - Burtnieku novads (Burtnieki),,
Latvia,LV,20,Carnikavas novads (Carnikava),Latvia - Carnikavas novads (Carnikava),,
Latvia,LV,21,Cesvaines novads (Cesvaine),Latvia - Cesvaines novads (Cesvaine),,
Latvia,LV,22,Cesu novads (Cesis),Latvia - Cesu novads (Cesis),,
Latvia,LV,23,Ciblas novads (Cibla),Latvia - Ciblas novads (Cibla),,
Latvia,LV,24,Dagdas novads (Dagda),Latvia - Dagdas novads (Dagda),,
Latvia,LV,25,Daugavpils novads (Daugavpils),Latvia - Daugavpils novads (Daugavpils),,
Latvia,LV,26,Dobeles novads (Dobele),Latvia - Dobeles novads (Dobele),,
Latvia,LV,27,Dundagas novads (Dundaga),Latvia - Dundagas novads (Dundaga),,
Latvia,LV,28,Durbes novads (Durbe),Latvia - Durbes novads (Durbe),,
Latvia,LV,29,Engures novads (Engure),Latvia - Engures novads (Engure),,
Latvia,LV,30,Erglu novads (Ergli),Latvia - Erglu novads (Ergli),,
Latvia,LV,31,Garkalnes novads (Garkalne),Latvia - Garkalnes novads (Garkalne),,
Latvia,LV,32,Grobinas novads (Grobina),Latvia - Grobinas novads (Grobina),,
Latvia,LV,33,Gulbenes novads (Gulbene),Latvia - Gulbenes novads (Gulbene),,
Latvia,LV,34,Iecavas novads (Iecava),Latvia - Iecavas novads (Iecava),,
Latvia,LV,35,Ik_kiles novads (Ik_kile),Latvia - Ik_kiles novads (Ik_kile),,
Latvia,LV,36,Ilukstes novads (Ilukste),Latvia - Ilukstes novads (Ilukste),,
Latvia,LV,37,Incukalna novads (Incukalns),Latvia - Incukalna novads (Incukalns),,
Latvia,LV,38,Jaunjelgavas novads (Jaunjelgav),Latvia - Jaunjelgavas novads (Jaunjelgav),,
Latvia,LV,39,Jaunpiebalgas novads (Jaunpiebalga),Latvia - Jaunpiebalgas novads (Jaunpiebalga),,
Latvia,LV,40,Jaunpils novads (Jaunpils),Latvia - Jaunpils novads (Jaunpils),,
Latvia,LV,41,Jelgavas novads (Jelgava),Latvia - Jelgavas novads (Jelgava),,
Latvia,LV,42,Jekabpils novads (Jekabpils),Latvia - Jekabpils novads (Jekabpils),,
Latvia,LV,43,Kandavas novads (Kandava),Latvia - Kandavas novads (Kandava),,
Latvia,LV,44,Karsavas novads (Karsava),Latvia - Karsavas novads (Karsava),,
Latvia,LV,45,Kocenu novads (Koceni),Latvia - Kocenu novads (Koceni),,
Latvia,LV,46,Kokneses novads (Koknese),Latvia - Kokneses novads (Koknese),,
Latvia,LV,47,Kraslavas novads (Kraslava),Latvia - Kraslavas novads (Kraslava),,
Latvia,LV,48,Krimuldas novads (Krimulda),Latvia - Krimuldas novads (Krimulda),,
Latvia,LV,49,Krustpils novads (Krustpils),Latvia - Krustpils novads (Krustpils),,
Latvia,LV,50,Kuldigas novads (Kuldiga),Latvia - Kuldigas novads (Kuldiga),,
Latvia,LV,51,Keguma novads (Kegums),Latvia - Keguma novads (Kegums),,
Latvia,LV,52,Kekavas novads (Kekava),Latvia - Kekavas novads (Kekava),,
Latvia,LV,53,Lielvardes novads (Lielvarde),Latvia - Lielvardes novads (Lielvarde),,
Latvia,LV,54,Limba_u novads (Limba_i),Latvia - Limba_u novads (Limba_i),,
Latvia,LV,55,Ligatnes novads (Ligatne),Latvia - Ligatnes novads (Ligatne),,
Latvia,LV,56,Livanu novads (Livani),Latvia - Livanu novads (Livani),,
Latvia,LV,57,Lubanas novads (Lubana),Latvia - Lubanas novads (Lubana),,
Latvia,LV,58,Ludzas novads (Ludza),Latvia - Ludzas novads (Ludza),,
Latvia,LV,59,Madonas novads (Madona),Latvia - Madonas novads (Madona),,
Latvia,LV,60,Mazsalacas novads (Mazsalaca),Latvia - Mazsalacas novads (Mazsalaca),,
Latvia,LV,61,Malpils novads (Malpils),Latvia - Malpils novads (Malpils),,
Latvia,LV,62,Marupes novads (Marupe),Latvia - Marupes novads (Marupe),,
Latvia,LV,63,Mersraga novads (Mersrags),Latvia - Mersraga novads (Mersrags),,
Latvia,LV,64,Nauk_enu novads (Nauk_eni),Latvia - Nauk_enu novads (Nauk_eni),,
Latvia,LV,65,Neretas novads (Nereta),Latvia - Neretas novads (Nereta),,
Latvia,LV,66,Nicas novads (Nica),Latvia - Nicas novads (Nica),,
Latvia,LV,67,Ogres novads (Ogre),Latvia - Ogres novads (Ogre),,
Latvia,LV,68,Olaines novads (Olaine),Latvia - Olaines novads (Olaine),,
Latvia,LV,69,Ozolnieku novads (Ozolnieki),Latvia - Ozolnieku novads (Ozolnieki),,
Latvia,LV,70,Pargaujas novads (Pargauja),Latvia - Pargaujas novads (Pargauja),,
Latvia,LV,71,Pavilostas novads (Pavilosta),Latvia - Pavilostas novads (Pavilosta),,
Latvia,LV,72,Plavinu novads (Plavinas),Latvia - Plavinu novads (Plavinas),,
Latvia,LV,73,Preilu novads (Preili),Latvia - Preilu novads (Preili),,
Latvia,LV,74,Priekules novads (Priekule),Latvia - Priekules novads (Priekule),,
Latvia,LV,75,Priekulu novads (Priekuli),Latvia - Priekulu novads (Priekuli),,
Latvia,LV,76,Raunas novads (Rauna),Latvia - Raunas novads (Rauna),,
Latvia,LV,77,Rezeknes novads (Rezekne),Latvia - Rezeknes novads (Rezekne),,
Latvia,LV,78,Riebinu novads (Riebini),Latvia - Riebinu novads (Riebini),,
Latvia,LV,79,Rojas novads (Roja),Latvia - Rojas novads (Roja),,
Latvia,LV,80,Ropa_u novads (Ropa_i),Latvia - Ropa_u novads (Ropa_i),,
Latvia,LV,81,Rucavas novads (Rucava),Latvia - Rucavas novads (Rucava),,
Latvia,LV,82,Rugaju novads (Rugaji),Latvia - Rugaju novads (Rugaji),,
Latvia,LV,83,Rundales novads (Rundale),Latvia - Rundales novads (Rundale),,
Latvia,LV,84,Rujienas novads (Rujiena),Latvia - Rujienas novads (Rujiena),,
Latvia,LV,85,Salas novads (Sala),Latvia - Salas novads (Sala),,
Latvia,LV,86,Salacgrivas novads (Salacgriva),Latvia - Salacgrivas novads (Salacgriva),,
Latvia,LV,87,Salaspils novads (Salaspils),Latvia - Salaspils novads (Salaspils),,
Latvia,LV,88,Saldus novads (Saldus),Latvia - Saldus novads (Saldus),,
Latvia,LV,89,Saulkrastu novads (Saulkrasti),Latvia - Saulkrastu novads (Saulkrasti),,
Latvia,LV,90,Sejas novads (Seja),Latvia - Sejas novads (Seja),,
Latvia,LV,91,Siguldas novads (Sigulda),Latvia - Siguldas novads (Sigulda),,
Latvia,LV,92,Skriveru novads (Skriveri),Latvia - Skriveru novads (Skriveri),,
Latvia,LV,93,Skrundas novads (Skrunda),Latvia - Skrundas novads (Skrunda),,
Latvia,LV,94,Smiltenes novads (Smiltene),Latvia - Smiltenes novads (Smiltene),,
Latvia,LV,95,Stopinu novads (Stopini),Latvia - Stopinu novads (Stopini),,
Latvia,LV,96,Strencu novads (Strenci),Latvia - Strencu novads (Strenci),,
Latvia,LV,97,Talsu novads (Talsi),Latvia - Talsu novads (Talsi),,
Latvia,LV,98,Tervetes novads (Tervete),Latvia - Tervetes novads (Tervete),,
Latvia,LV,99,Tukuma novads (Tukums),Latvia - Tukuma novads (Tukums),,
Latvia,LV,100,Vainodes novads (Vainode),Latvia - Vainodes novads (Vainode),,
Latvia,LV,101,Valkas novads (Valka),Latvia - Valkas novads (Valka),,
Latvia,LV,102,Varaklanu novads (Varaklani),Latvia - Varaklanu novads (Varaklani),,
Latvia,LV,103,Varkavas novads (Varkava),Latvia - Varkavas novads (Varkava),,
Latvia,LV,104,Vecpiebalgas novads (Vecpiebalga),Latvia - Vecpiebalgas novads (Vecpiebalga),,
Latvia,LV,105,Vecumnieku novads (Vecumnieki),Latvia - Vecumnieku novads (Vecumnieki),,
Latvia,LV,106,Ventspils novads (Ventspils),Latvia - Ventspils novads (Ventspils),,
Latvia,LV,107,Viesites novads (Viesite),Latvia - Viesites novads (Viesite),,
Latvia,LV,108,Vilakas novads (Vilaka),Latvia - Vilakas novads (Vilaka),,
Latvia,LV,109,Vilanu novads (Vilani),Latvia - Vilanu novads (Vilani),,
Latvia,LV,110,Zilupes novads (Zilupe),Latvia - Zilupes novads (Zilupe),,
Latvia,LV,DGV,Daugavpils,Latvia - Daugavpils,,
Latvia,LV,JEL,Jelgava,Latvia - Jelgava,,
Latvia,LV,JKB,Jekabpils,Latvia - Jekabpils,,
Latvia,LV,JUR,Jurmala,Latvia - Jurmala,,
Latvia,LV,LPX,Liepaja,Latvia - Liepaja,,
Latvia,LV,REZ,Rezekne,Latvia - Rezekne,,
Latvia,LV,RIX,Riga,Latvia - Riga,,
Latvia,LV,VEN,Ventspils,Latvia - Ventspils,,
Latvia,LV,VMR,Valmiera,Latvia - Valmiera,,
Libya,LY,BA,Banghazi,Libya - Banghazi,,
Libya,LY,BU,Al Butnan,Libya - Al Butnan,,
Libya,LY,DR,Darnah,Libya - Darnah,,
Libya,LY,GT,Ghat,Libya - Ghat,,
Libya,LY,JA,Al Jabal al Akh?ar,Libya - Al Jabal al Akh?ar,,
Libya,LY,JG,Al Jabal al Gharbi,Libya - Al Jabal al Gharbi,,
Libya,LY,JI,Al Jifarah,Libya - Al Jifarah,,
Libya,LY,JU,Al Jufrah,Libya - Al Jufrah,,
Libya,LY,KF,Al Kufrah,Libya - Al Kufrah,,
Libya,LY,MB,Al Marqab,Libya - Al Marqab,,
Libya,LY,MI,Misratah,Libya - Misratah,,
Libya,LY,MJ,Al Marj,Libya - Al Marj,,
Libya,LY,MQ,Murzuq,Libya - Murzuq,,
Libya,LY,NL,Nalut,Libya - Nalut,,
Libya,LY,NQ,An Nuqat al Khams,Libya - An Nuqat al Khams,,
Libya,LY,SB,Sabha,Libya - Sabha,,
Libya,LY,SR,Surt,Libya - Surt,,
Libya,LY,TB,Tarabulus,Libya - Tarabulus,,
Libya,LY,WA,Al Wa?at,Libya - Al Wa?at,,
Libya,LY,WD,Wadi al Hayat,Libya - Wadi al Hayat,,
Libya,LY,WS,Wadi ash Shati?,Libya - Wadi ash Shati?,,
Libya,LY,ZA,Az Zawiyah,Libya - Az Zawiyah,,
Morocco,MA,1,Tanger-T_touan,Morocco - Tanger-T_touan,,
Morocco,MA,2,Gharb-Chrarda-Beni Hssen,Morocco - Gharb-Chrarda-Beni Hssen,,
Morocco,MA,3,Taza-Al Hoceima-Taounate,Morocco - Taza-Al Hoceima-Taounate,,
Morocco,MA,4,L'Oriental,Morocco - L'Oriental,,
Morocco,MA,5,Fs-Boulemane,Morocco - Fs-Boulemane,,
Morocco,MA,6,Mekns-Tafilalet,Morocco - Mekns-Tafilalet,,
Morocco,MA,7,Rabat-Sal_-Zemmour-Zaer,Morocco - Rabat-Sal_-Zemmour-Zaer,,
Morocco,MA,8,Grand Casablanca,Morocco - Grand Casablanca,,
Morocco,MA,9,Chaouia-Ouardigha,Morocco - Chaouia-Ouardigha,,
Morocco,MA,10,Doukhala-Abda,Morocco - Doukhala-Abda,,
Morocco,MA,11,Marrakech-Tensift-Al Haouz,Morocco - Marrakech-Tensift-Al Haouz,,
Morocco,MA,12,Tadla-Azilal,Morocco - Tadla-Azilal,,
Morocco,MA,13,Sous-Massa-Draa,Morocco - Sous-Massa-Draa,,
Morocco,MA,14,Guelmim-Es Smara,Morocco - Guelmim-Es Smara,,
Morocco,MA,15,Layoune-Boujdour-Sakia el Hamra,Morocco - Layoune-Boujdour-Sakia el Hamra,,
Morocco,MA,16,Oued ed Dahab-Lagouira,Morocco - Oued ed Dahab-Lagouira,,
Morocco,MA,AGD,Agadir-Ida-Outanane,Morocco - Agadir-Ida-Outanane,,
Morocco,MA,AOU,Aousserd,Morocco - Aousserd,,
Morocco,MA,ASZ,Assa-Zag,Morocco - Assa-Zag,,
Morocco,MA,AZI,Azilal,Morocco - Azilal,,
Morocco,MA,BEM,Beni Mellal,Morocco - Beni Mellal,,
Morocco,MA,BER,Berkane,Morocco - Berkane,,
Morocco,MA,BES,Ben Slimane,Morocco - Ben Slimane,,
Morocco,MA,BOD,Boujdour (EH),Morocco - Boujdour (EH),,
Morocco,MA,BOM,Boulemane,Morocco - Boulemane,,
Morocco,MA,CAS,Casablanca [Dar el Beda]*,Morocco - Casablanca [Dar el Beda]*,,
Morocco,MA,CHE,Chefchaouene,Morocco - Chefchaouene,,
Morocco,MA,CHI,Chichaoua,Morocco - Chichaoua,,
Morocco,MA,CHT,Chtouka-Ait Baha,Morocco - Chtouka-Ait Baha,,
Morocco,MA,ERR,Errachidia,Morocco - Errachidia,,
Morocco,MA,ESI,Essaouira,Morocco - Essaouira,,
Morocco,MA,ESM,Es Smara (EH),Morocco - Es Smara (EH),,
Morocco,MA,FAH,Fahs-Beni Makada,Morocco - Fahs-Beni Makada,,
Morocco,MA,FES,Fs-Dar-Dbibegh,Morocco - Fs-Dar-Dbibegh,,
Morocco,MA,FIG,Figuig,Morocco - Figuig,,
Morocco,MA,GUE,Guelmim,Morocco - Guelmim,,
Morocco,MA,HAJ,El Hajeb,Morocco - El Hajeb,,
Morocco,MA,HAO,Al Haouz,Morocco - Al Haouz,,
Morocco,MA,HOC,Al Hocema,Morocco - Al Hocema,,
Morocco,MA,IFR,Ifrane,Morocco - Ifrane,,
Morocco,MA,INE,Inezgane-Ait Melloul,Morocco - Inezgane-Ait Melloul,,
Morocco,MA,JDI,El Jadida,Morocco - El Jadida,,
Morocco,MA,JRA,Jrada,Morocco - Jrada,,
Morocco,MA,KEN,K_nitra,Morocco - K_nitra,,
Morocco,MA,KES,Kelaat Sraghna,Morocco - Kelaat Sraghna,,
Morocco,MA,KHE,Khemisset,Morocco - Khemisset,,
Morocco,MA,KHN,Khenifra,Morocco - Khenifra,,
Morocco,MA,KHO,Khouribga,Morocco - Khouribga,,
Morocco,MA,LAA,Layoune,Morocco - Layoune,,
Morocco,MA,LAR,Larache,Morocco - Larache,,
Morocco,MA,MED,M_diouna,Morocco - M_diouna,,
Morocco,MA,MEK,Mekns*,Morocco - Mekns*,,
Morocco,MA,MMD,Marrakech-Medina,Morocco - Marrakech-Medina,,
Morocco,MA,MMN,Marrakech-Menara,Morocco - Marrakech-Menara,,
Morocco,MA,MOH,Mohammadia,Morocco - Mohammadia,,
Morocco,MA,MOU,Moulay Yacoub,Morocco - Moulay Yacoub,,
Morocco,MA,NAD,Nador,Morocco - Nador,,
Morocco,MA,NOU,Nouaceur,Morocco - Nouaceur,,
Morocco,MA,OUA,Ouarzazate,Morocco - Ouarzazate,,
Morocco,MA,OUD,Oued ed Dahab (EH),Morocco - Oued ed Dahab (EH),,
Morocco,MA,OUJ,Oujda-Angad,Morocco - Oujda-Angad,,
Morocco,MA,RAB,Rabat,Morocco - Rabat,,
Morocco,MA,SAF,Safi,Morocco - Safi,,
Morocco,MA,SAL,Sal_,Morocco - Sal_,,
Morocco,MA,SEF,Sefrou,Morocco - Sefrou,,
Morocco,MA,SET,Settat,Morocco - Settat,,
Morocco,MA,SIK,Sidi Kacem,Morocco - Sidi Kacem,,
Morocco,MA,SKH,Skhirate-T_mara,Morocco - Skhirate-T_mara,,
Morocco,MA,SYB,Sidi Youssef Ben Ali,Morocco - Sidi Youssef Ben Ali,,
Morocco,MA,TAI,Taourirt,Morocco - Taourirt,,
Morocco,MA,TAO,Taounate,Morocco - Taounate,,
Morocco,MA,TAR,Taroudannt,Morocco - Taroudannt,,
Morocco,MA,TAT,Tata,Morocco - Tata,,
Morocco,MA,TAZ,Taza,Morocco - Taza,,
Morocco,MA,TET,T_touan*,Morocco - T_touan*,,
Morocco,MA,TIZ,Tiznit,Morocco - Tiznit,,
Morocco,MA,TNG,Tanger-Assilah,Morocco - Tanger-Assilah,,
Morocco,MA,TNT,Tan-Tan,Morocco - Tan-Tan,,
Morocco,MA,ZAG,Zagora,Morocco - Zagora,,
Monaco,MC,CL,La Colle,Monaco - La Colle,,
Monaco,MC,CO,La Condamine,Monaco - La Condamine,,
Monaco,MC,FO,Fontvieille,Monaco - Fontvieille,,
Monaco,MC,GA,La Gare,Monaco - La Gare,,
Monaco,MC,JE,Jardin Exotique,Monaco - Jardin Exotique,,
Monaco,MC,LA,Larvotto,Monaco - Larvotto,,
Monaco,MC,MA,Malbousquet,Monaco - Malbousquet,,
Monaco,MC,MC,Monte-Carlo,Monaco - Monte-Carlo,,
Monaco,MC,MG,Moneghetti,Monaco - Moneghetti,,
Monaco,MC,MO,Monaco-Ville,Monaco - Monaco-Ville,,
Monaco,MC,MU,Moulins,Monaco - Moulins,,
Monaco,MC,PH,Port-Hercule,Monaco - Port-Hercule,,
Monaco,MC,SD,Sainte-D_vote,Monaco - Sainte-D_vote,,
Monaco,MC,SO,La Source,Monaco - La Source,,
Monaco,MC,SP,Sp_lugues,Monaco - Sp_lugues,,
Monaco,MC,SR,Saint-Roman,Monaco - Saint-Roman,,
Monaco,MC,VR,Vallon de la Rousse,Monaco - Vallon de la Rousse,,
Moldova,MD,AN,Anenii Noi,Moldova - Anenii Noi,,
Moldova,MD,BA,Balti,Moldova - Balti,,
Moldova,MD,BD,Tighina,Moldova - Tighina,,
Moldova,MD,BR,Briceni,Moldova - Briceni,,
Moldova,MD,BS,Basarabeasca,Moldova - Basarabeasca,,
Moldova,MD,CA,Cahul,Moldova - Cahul,,
Moldova,MD,CL,Calarasi,Moldova - Calarasi,,
Moldova,MD,CM,Cimislia,Moldova - Cimislia,,
Moldova,MD,CR,Criuleni,Moldova - Criuleni,,
Moldova,MD,CS,Causeni,Moldova - Causeni,,
Moldova,MD,CT,Cantemir,Moldova - Cantemir,,
Moldova,MD,CU,Chisinau,Moldova - Chisinau,,
Moldova,MD,DO,Donduseni,Moldova - Donduseni,,
Moldova,MD,DR,Drochia,Moldova - Drochia,,
Moldova,MD,DU,Dubasari,Moldova - Dubasari,,
Moldova,MD,ED,Edinet,Moldova - Edinet,,
Moldova,MD,FA,Falesti,Moldova - Falesti,,
Moldova,MD,FL,Floresti,Moldova - Floresti,,
Moldova,MD,GA,"Gagauzia, Unitatea teritoriala,,
,,
autonoma (UTAG)","Moldova - Gagauzia, Unitatea teritoriala,,
,,
autonoma (UTAG)",,
Moldova,MD,GL,Glodeni,Moldova - Glodeni,,
Moldova,MD,HI,Hncesti,Moldova - Hncesti,,
Moldova,MD,IA,Ialoveni,Moldova - Ialoveni,,
Moldova,MD,LE,Leova,Moldova - Leova,,
Moldova,MD,NI,Nisporeni,Moldova - Nisporeni,,
Moldova,MD,OC,Ocni_a,Moldova - Ocni_a,,
Moldova,MD,OR,Orhei,Moldova - Orhei,,
Moldova,MD,RE,Rezina,Moldova - Rezina,,
Moldova,MD,RI,Rscani,Moldova - Rscani,,
Moldova,MD,SD,Soldanesti,Moldova - Soldanesti,,
Moldova,MD,SI,Sngerei,Moldova - Sngerei,,
Moldova,MD,SN,"Stnga Nistrului, unitatea teritoriala din","Moldova - Stnga Nistrului, unitatea teritoriala din",,
Moldova,MD,SO,Soroca,Moldova - Soroca,,
Moldova,MD,ST,Straseni,Moldova - Straseni,,
Moldova,MD,SV,Stefan Voda,Moldova - Stefan Voda,,
Moldova,MD,TA,Taraclia,Moldova - Taraclia,,
Moldova,MD,TE,Telenesti,Moldova - Telenesti,,
Moldova,MD,UN,Ungheni,Moldova - Ungheni,,
Montenegro,ME,1,Andrijevica,Montenegro - Andrijevica,,
Montenegro,ME,2,Bar,Montenegro - Bar,,
Montenegro,ME,3,Berane,Montenegro - Berane,,
Montenegro,ME,4,Bijelo Polje,Montenegro - Bijelo Polje,,
Montenegro,ME,5,Budva,Montenegro - Budva,,
Montenegro,ME,6,Cetinje,Montenegro - Cetinje,,
Montenegro,ME,7,Danilovgrad,Montenegro - Danilovgrad,,
Montenegro,ME,8,Herceg-Novi,Montenegro - Herceg-Novi,,
Montenegro,ME,9,Kola_in,Montenegro - Kola_in,,
Montenegro,ME,10,Kotor,Montenegro - Kotor,,
Montenegro,ME,11,Mojkovac,Montenegro - Mojkovac,,
Montenegro,ME,12,Nik_ic,Montenegro - Nik_ic,,
Montenegro,ME,13,Plav,Montenegro - Plav,,
Montenegro,ME,14,Pljevlja,Montenegro - Pljevlja,,
Montenegro,ME,15,Plu_ine,Montenegro - Plu_ine,,
Montenegro,ME,16,Podgorica,Montenegro - Podgorica,,
Montenegro,ME,17,Ro_aje,Montenegro - Ro_aje,,
Montenegro,ME,18,_avnik,Montenegro - _avnik,,
Montenegro,ME,19,Tivat,Montenegro - Tivat,,
Montenegro,ME,20,Ulcinj,Montenegro - Ulcinj,,
Montenegro,ME,21,_abljak,Montenegro - _abljak,,
Madagascar,MG,A,Toamasina,Madagascar - Toamasina,,
Madagascar,MG,D,Antsiranana,Madagascar - Antsiranana,,
Madagascar,MG,F,Fianarantsoa,Madagascar - Fianarantsoa,,
Madagascar,MG,M,Mahajanga,Madagascar - Mahajanga,,
Madagascar,MG,T,Antananarivo,Madagascar - Antananarivo,,
Madagascar,MG,U,Toliara,Madagascar - Toliara,,
Marshall Islands,MH,ALK,Ailuk,Marshall Islands - Ailuk,,
Marshall Islands,MH,ALL,Ailinglapalap,Marshall Islands - Ailinglapalap,,
Marshall Islands,MH,ARN,Arno,Marshall Islands - Arno,,
Marshall Islands,MH,AUR,Aur,Marshall Islands - Aur,,
Marshall Islands,MH,EBO,Ebon,Marshall Islands - Ebon,,
Marshall Islands,MH,ENI,Enewetak,Marshall Islands - Enewetak,,
Marshall Islands,MH,JAB,Jabat,Marshall Islands - Jabat,,
Marshall Islands,MH,JAL,Jaluit,Marshall Islands - Jaluit,,
Marshall Islands,MH,KIL,Kili,Marshall Islands - Kili,,
Marshall Islands,MH,KWA,Kwajalein,Marshall Islands - Kwajalein,,
Marshall Islands,MH,L,Ralik chain,Marshall Islands - Ralik chain,,
Marshall Islands,MH,LAE,Lae,Marshall Islands - Lae,,
Marshall Islands,MH,LIB,Lib,Marshall Islands - Lib,,
Marshall Islands,MH,LIK,Likiep,Marshall Islands - Likiep,,
Marshall Islands,MH,MAJ,Majuro,Marshall Islands - Majuro,,
Marshall Islands,MH,MAL,Maloelap,Marshall Islands - Maloelap,,
Marshall Islands,MH,MEJ,Mejit,Marshall Islands - Mejit,,
Marshall Islands,MH,MIL,Mili,Marshall Islands - Mili,,
Marshall Islands,MH,NMK,Namorik,Marshall Islands - Namorik,,
Marshall Islands,MH,NMU,Namu,Marshall Islands - Namu,,
Marshall Islands,MH,RON,Rongelap,Marshall Islands - Rongelap,,
Marshall Islands,MH,T,Ratak chain,Marshall Islands - Ratak chain,,
Marshall Islands,MH,UJA,Ujae,Marshall Islands - Ujae,,
Marshall Islands,MH,UTI,Utirik,Marshall Islands - Utirik,,
Marshall Islands,MH,WTH,Wotho,Marshall Islands - Wotho,,
Marshall Islands,MH,WTJ,Wotje,Marshall Islands - Wotje,,
Macedonia,MK,1,Aerodrom *,Macedonia - Aerodrom *,,
Macedonia,MK,2,Aracinovo,Macedonia - Aracinovo,,
Macedonia,MK,3,Berovo,Macedonia - Berovo,,
Macedonia,MK,4,Bitola,Macedonia - Bitola,,
Macedonia,MK,5,Bogdanci,Macedonia - Bogdanci,,
Macedonia,MK,6,Bogovinje,Macedonia - Bogovinje,,
Macedonia,MK,7,Bosilovo,Macedonia - Bosilovo,,
Macedonia,MK,8,Brvenica,Macedonia - Brvenica,,
Macedonia,MK,9,Butel *,Macedonia - Butel *,,
Macedonia,MK,10,Valandovo,Macedonia - Valandovo,,
Macedonia,MK,11,Vasilevo,Macedonia - Vasilevo,,
Macedonia,MK,12,Vevcani,Macedonia - Vevcani,,
Macedonia,MK,13,Veles,Macedonia - Veles,,
Macedonia,MK,14,Vinica,Macedonia - Vinica,,
Macedonia,MK,15,Vrane_tica,Macedonia - Vrane_tica,,
Macedonia,MK,16,Vrapci_te,Macedonia - Vrapci_te,,
Macedonia,MK,17,Gazi Baba *,Macedonia - Gazi Baba *,,
Macedonia,MK,18,Gevgelija,Macedonia - Gevgelija,,
Macedonia,MK,19,Gostivar,Macedonia - Gostivar,,
Macedonia,MK,20,Gradsko,Macedonia - Gradsko,,
Macedonia,MK,21,Debar,Macedonia - Debar,,
Macedonia,MK,22,Debarca,Macedonia - Debarca,,
Macedonia,MK,23,Delcevo,Macedonia - Delcevo,,
Macedonia,MK,24,Demir Kapija,Macedonia - Demir Kapija,,
Macedonia,MK,25,Demir Hisar,Macedonia - Demir Hisar,,
Macedonia,MK,26,Dojran,Macedonia - Dojran,,
Macedonia,MK,27,Dolneni,Macedonia - Dolneni,,
Macedonia,MK,28,Drugovo,Macedonia - Drugovo,,
Macedonia,MK,29,Gjorce Petrov *,Macedonia - Gjorce Petrov *,,
Macedonia,MK,30,_elino,Macedonia - _elino,,
Macedonia,MK,31,Zajas,Macedonia - Zajas,,
Macedonia,MK,32,Zelenikovo,Macedonia - Zelenikovo,,
Macedonia,MK,33,Zrnovci,Macedonia - Zrnovci,,
Macedonia,MK,34,Ilinden,Macedonia - Ilinden,,
Macedonia,MK,35,Jegunovce,Macedonia - Jegunovce,,
Macedonia,MK,36,Kavadarci,Macedonia - Kavadarci,,
Macedonia,MK,37,Karbinci,Macedonia - Karbinci,,
Macedonia,MK,38,Karpo_ *,Macedonia - Karpo_ *,,
Macedonia,MK,39,Kisela Voda *,Macedonia - Kisela Voda *,,
Macedonia,MK,40,Kicevo,Macedonia - Kicevo,,
Macedonia,MK,41,Konce,Macedonia - Konce,,
Macedonia,MK,42,Kocani,Macedonia - Kocani,,
Macedonia,MK,43,Kratovo,Macedonia - Kratovo,,
Macedonia,MK,44,Kriva Palanka,Macedonia - Kriva Palanka,,
Macedonia,MK,45,Krivoga_tani,Macedonia - Krivoga_tani,,
Macedonia,MK,46,Kru_evo,Macedonia - Kru_evo,,
