country,alpha2,subdivision,district,label,region,sub_country
Italy,IT,PO,Prato,Italy - Prato,,
Italy,IT,PR,Parma,Italy - Parma,,
Italy,IT,PT,Pistoia,Italy - Pistoia,,
Italy,IT,PU,Pesaro e Urbino,Italy - Pesaro e Urbino,,
Italy,IT,PV,Pavia,Italy - Pavia,,
Italy,IT,PZ,Potenza,Italy - Potenza,,
Italy,IT,RA,Ravenna,Italy - Ravenna,,
Italy,IT,RC,Reggio Calabria,Italy - Reggio Calabria,,
Italy,IT,RE,Reggio Emilia,Italy - Reggio Emilia,,
Italy,IT,RG,Ragusa,Italy - Ragusa,,
Italy,IT,RI,Rieti,Italy - Rieti,,
Italy,IT,RM,Roma,Italy - Roma,,
Italy,IT,RN,Rimini,Italy - Rimini,,
Italy,IT,RO,Rovigo,Italy - Rovigo,,
Italy,IT,SA,Salerno,Italy - Salerno,,
Italy,IT,SI,Siena,Italy - Siena,,
Italy,IT,SO,Sondrio,Italy - Sondrio,,
Italy,IT,SP,La Spezia,Italy - La Spezia,,
Italy,IT,SR,Siracusa,Italy - Siracusa,,
Italy,IT,SS,Sassari,Italy - Sassari,,
Italy,IT,SV,Savona,Italy - Savona,,
Italy,IT,TA,Taranto,Italy - Taranto,,
Italy,IT,TE,Teramo,Italy - Teramo,,
Italy,IT,TN,Trento,Italy - Trento,,
Italy,IT,TO,Torino,Italy - Torino,,
Italy,IT,TP,Trapani,Italy - Trapani,,
Italy,IT,TR,Terni,Italy - Terni,,
Italy,IT,TS,Trieste,Italy - Trieste,,
Italy,IT,TV,Treviso,Italy - Treviso,,
Italy,IT,UD,Udine,Italy - Udine,,
Italy,IT,VA,Varese,Italy - Varese,,
Italy,IT,VB,Verbano-Cusio-Ossola,Italy - Verbano-Cusio-Ossola,,
Italy,IT,VC,Vercelli,Italy - Vercelli,,
Italy,IT,VE,Venezia,Italy - Venezia,,
Italy,IT,VI,Vicenza,Italy - Vicenza,,
Italy,IT,VR,Verona,Italy - Verona,,
Italy,IT,VS,Medio Campidano,Italy - Medio Campidano,,
Italy,IT,VT,Viterbo,Italy - Viterbo,,
Italy,IT,VV,Vibo Valentia,Italy - Vibo Valentia,,
Jamaica,JM,1,Kingston,Jamaica - Kingston,,
Jamaica,JM,2,Saint Andrew,Jamaica - Saint Andrew,,
Jamaica,JM,3,Saint Thomas,Jamaica - Saint Thomas,,
Jamaica,JM,4,Portland,Jamaica - Portland,,
Jamaica,JM,5,Saint Mary,Jamaica - Saint Mary,,
Jamaica,JM,6,Saint Ann,Jamaica - Saint Ann,,
Jamaica,JM,7,Trelawny,Jamaica - Trelawny,,
Jamaica,JM,8,Saint James,Jamaica - Saint James,,
Jamaica,JM,9,Hanover,Jamaica - Hanover,,
Jamaica,JM,10,Westmoreland,Jamaica - Westmoreland,,
Jamaica,JM,11,Saint Elizabeth,Jamaica - Saint Elizabeth,,
Jamaica,JM,12,Manchester,Jamaica - Manchester,,
Jamaica,JM,13,Clarendon,Jamaica - Clarendon,,
Jamaica,JM,14,Saint Catherine,Jamaica - Saint Catherine,,
Jordan,JO,AJ,?Ajlun,Jordan - ?Ajlun,,
Jordan,JO,AM,'Amman,Jordan - 'Amman,,
Jordan,JO,AQ,Al'Aqaba,Jordan - Al'Aqaba,,
Jordan,JO,AT,At Tafilah,Jordan - At Tafilah,,
Jordan,JO,AZ,Az Zarqa',Jordan - Az Zarqa',,
Jordan,JO,BA,AI Balqa',Jordan - AI Balqa',,
Jordan,JO,IR,Irbid,Jordan - Irbid,,
Jordan,JO,JA,Jarash,Jordan - Jarash,,
Jordan,JO,KA,AI Karak,Jordan - AI Karak,,
Jordan,JO,MA,AI Mafraq,Jordan - AI Mafraq,,
Jordan,JO,MD,Madaba,Jordan - Madaba,,
Jordan,JO,MN,Ma'an,Jordan - Ma'an,,
Japan,JP,1,Hokkaid [Hokkaido],Japan - Hokkaid [Hokkaido],,
Japan,JP,2,Aomori,Japan - Aomori,,
Japan,JP,3,Iwate,Japan - Iwate,,
Japan,JP,4,Miyagi,Japan - Miyagi,,
Japan,JP,5,Akita,Japan - Akita,,
Japan,JP,6,Yamagata,Japan - Yamagata,,
Japan,JP,7,Hukusima [Fukushima],Japan - Hukusima [Fukushima],,
Japan,JP,8,Ibaraki,Japan - Ibaraki,,
Japan,JP,9,Totigi [Tochigi],Japan - Totigi [Tochigi],,
Japan,JP,10,Gunma,Japan - Gunma,,
Japan,JP,11,Saitama,Japan - Saitama,,
Japan,JP,12,Tiba [Chiba],Japan - Tiba [Chiba],,
Japan,JP,13,Tky [Tokyo],Japan - Tky [Tokyo],,
Japan,JP,14,Kanagawa,Japan - Kanagawa,,
Japan,JP,15,Niigata,Japan - Niigata,,
Japan,JP,16,Toyama,Japan - Toyama,,
Japan,JP,17,Isikawa [Ishikawa],Japan - Isikawa [Ishikawa],,
Japan,JP,18,Hukui [Fukui],Japan - Hukui [Fukui],,
Japan,JP,19,Yamanasi [Yamanashi],Japan - Yamanasi [Yamanashi],,
Japan,JP,20,Nagano,Japan - Nagano,,
Japan,JP,21,Gihu [Gifu],Japan - Gihu [Gifu],,
Japan,JP,22,Sizuoka [Shizuoka],Japan - Sizuoka [Shizuoka],,
Japan,JP,23,Aiti [Aichi],Japan - Aiti [Aichi],,
Japan,JP,24,Mie,Japan - Mie,,
Japan,JP,25,Siga [Shiga],Japan - Siga [Shiga],,
Japan,JP,26,Hygo [Kyoto],Japan - Hygo [Kyoto],,
Japan,JP,27,saka [Osaka],Japan - saka [Osaka],,
Japan,JP,28,Hygo[Hyogo],Japan - Hygo[Hyogo],,
Japan,JP,29,Nara,Japan - Nara,,
Japan,JP,30,Wakayama,Japan - Wakayama,,
Japan,JP,31,Tottori,Japan - Tottori,,
Japan,JP,32,Simane [Shimane],Japan - Simane [Shimane],,
Japan,JP,33,Okayama,Japan - Okayama,,
Japan,JP,34,Hirosima [Hiroshima],Japan - Hirosima [Hiroshima],,
Japan,JP,35,Yamaguti [Yamaguchi],Japan - Yamaguti [Yamaguchi],,
Japan,JP,36,Tokusima [Tokushima],Japan - Tokusima [Tokushima],,
Japan,JP,37,Kagawa,Japan - Kagawa,,
Japan,JP,38,Ehime,Japan - Ehime,,
Japan,JP,39,Kti [Kochi],Japan - Kti [Kochi],,
Japan,JP,40,Hukuoka [Fukuoka],Japan - Hukuoka [Fukuoka],,
Japan,JP,41,Saga,Japan - Saga,,
Japan,JP,42,Nagasaki,Japan - Nagasaki,,
Japan,JP,43,Kumamoto,Japan - Kumamoto,,
Japan,JP,44,ita [Oita],Japan - ita [Oita],,
Japan,JP,45,Miyazaki,Japan - Miyazaki,,
Japan,JP,46,Kagoshima,Japan - Kagoshima,,
Japan,JP,47,Okinawa,Japan - Okinawa,,
Kenya,KE,1,Mombasa,Kenya - Mombasa,,
Kenya,KE,2,Kwale,Kenya - Kwale,,
Kenya,KE,3,Kilifi,Kenya - Kilifi,,
Kenya,KE,4,Tana River,Kenya - Tana River,,
Kenya,KE,5,Lamu,Kenya - Lamu,,
Kenya,KE,6,Taita-Taveta,Kenya - Taita-Taveta,,
Kenya,KE,7,Garissa,Kenya - Garissa,,
Kenya,KE,8,Wajir,Kenya - Wajir,,
Kenya,KE,9,Mandera,Kenya - Mandera,,
Kenya,KE,10,Marsabit,Kenya - Marsabit,,
Kenya,KE,11,Isiolo,Kenya - Isiolo,,
Kenya,KE,12,Meru,Kenya - Meru,,
Kenya,KE,13,Tharaka-Nithi,Kenya - Tharaka-Nithi,,
Kenya,KE,14,Embu,Kenya - Embu,,
Kenya,KE,15,Kitui,Kenya - Kitui,,
Kenya,KE,16,Machakos,Kenya - Machakos,,
Kenya,KE,17,Makueni,Kenya - Makueni,,
Kenya,KE,18,Nyandarua,Kenya - Nyandarua,,
Kenya,KE,19,Nyeri,Kenya - Nyeri,,
Kenya,KE,20,Kirinyaga,Kenya - Kirinyaga,,
Kenya,KE,21,Murang'a,Kenya - Murang'a,,
Kenya,KE,22,Kiambu,Kenya - Kiambu,,
Kenya,KE,23,Turkana,Kenya - Turkana,,
Kenya,KE,24,Westpokot,Kenya - Westpokot,,
Kenya,KE,25,Samburu,Kenya - Samburu,,
Kenya,KE,26,Trans Nzoia,Kenya - Trans Nzoia,,
Kenya,KE,27,Uasin Gishu,Kenya - Uasin Gishu,,
Kenya,KE,28,Elgeyo-Marakwet,Kenya - Elgeyo-Marakwet,,
Kenya,KE,29,Nandi,Kenya - Nandi,,
Kenya,KE,30,Baringo,Kenya - Baringo,,
Kenya,KE,31,Laikipia,Kenya - Laikipia,,
Kenya,KE,32,Nakuru,Kenya - Nakuru,,
Kenya,KE,33,Narok,Kenya - Narok,,
Kenya,KE,34,Kajiado,Kenya - Kajiado,,
Kenya,KE,35,Kericho,Kenya - Kericho,,
Kenya,KE,36,Bomet,Kenya - Bomet,,
Kenya,KE,37,Kakamega,Kenya - Kakamega,,
Kenya,KE,38,Vihiga,Kenya - Vihiga,,
Kenya,KE,39,Bungoma,Kenya - Bungoma,,
Kenya,KE,40,Busia,Kenya - Busia,,
Kenya,KE,41,Siaya,Kenya - Siaya,,
Kenya,KE,42,Kisumu,Kenya - Kisumu,,
Kenya,KE,43,Homabay,Kenya - Homabay,,
Kenya,KE,44,Migori,Kenya - Migori,,
Kenya,KE,45,Kisii,Kenya - Kisii,,
Kenya,KE,46,Nyamira,Kenya - Nyamira,,
Kenya,KE,47,Nairobi city,Kenya - Nairobi city,,
Kyrgyzstan,KG,B,Batken,Kyrgyzstan - Batken,,
Kyrgyzstan,KG,C,Ch,Kyrgyzstan - Ch,,
Kyrgyzstan,KG,GB,Bishkek,Kyrgyzstan - Bishkek,,
Kyrgyzstan,KG,J,Jalal-Abad,Kyrgyzstan - Jalal-Abad,,
Kyrgyzstan,KG,N,Naryn,Kyrgyzstan - Naryn,,
Kyrgyzstan,KG,O,Osh,Kyrgyzstan - Osh,,
Kyrgyzstan,KG,T,Talas,Kyrgyzstan - Talas,,
Kyrgyzstan,KG,Y,Ysyk-K_l,Kyrgyzstan - Ysyk-K_l,,
Cambodia,KH,1,Banteay Mean Chey [Bnt_ay M_anchey],Cambodia - Banteay Mean Chey [Bnt_ay M_anchey],,
Cambodia,KH,10,Kracheh [Krch_h],Cambodia - Kracheh [Krch_h],,
Cambodia,KH,11,Mondol Kiri [Mndl Kiri],Cambodia - Mondol Kiri [Mndl Kiri],,
Cambodia,KH,12,Phnom Penh [Phnum P_nh],Cambodia - Phnom Penh [Phnum P_nh],,
Cambodia,KH,13,Preah Vihear [Preah Vih_ar],Cambodia - Preah Vihear [Preah Vih_ar],,
Cambodia,KH,14,Prey Veaeng [Prey Vng],Cambodia - Prey Veaeng [Prey Vng],,
Cambodia,KH,15,Pousaat [Pouthisat],Cambodia - Pousaat [Pouthisat],,
Cambodia,KH,16,Rotanak Kiri [Rtnkiri],Cambodia - Rotanak Kiri [Rtnkiri],,
Cambodia,KH,17,Siem Reab [Siemr_ab],Cambodia - Siem Reab [Siemr_ab],,
Cambodia,KH,18,Krong Preah Sihanouk [Krong Preah Sihanouk],Cambodia - Krong Preah Sihanouk [Krong Preah Sihanouk],,
Cambodia,KH,19,Stueng Traeng [Stoeng Trng],Cambodia - Stueng Traeng [Stoeng Trng],,
Cambodia,KH,2,Baat Dambang [Batdmbng],Cambodia - Baat Dambang [Batdmbng],,
Cambodia,KH,20,Svaay Rieng [Svay Rieng],Cambodia - Svaay Rieng [Svay Rieng],,
Cambodia,KH,21,Taakaev [Takv],Cambodia - Taakaev [Takv],,
Cambodia,KH,22,Otdar Mean Chey [Otdr M_anchey],Cambodia - Otdar Mean Chey [Otdr M_anchey],,
Cambodia,KH,23,Krong Kaeb [Krong Kb],Cambodia - Krong Kaeb [Krong Kb],,
Cambodia,KH,24,Krong Pailin [Krong Pailin],Cambodia - Krong Pailin [Krong Pailin],,
Cambodia,KH,3,Kampong Chaam [Kmpng Cham],Cambodia - Kampong Chaam [Kmpng Cham],,
Cambodia,KH,4,Kampong Chhnang [Kmpng Chhnang],Cambodia - Kampong Chhnang [Kmpng Chhnang],,
Cambodia,KH,5,Kampong Spueu [Kmpng Sp],Cambodia - Kampong Spueu [Kmpng Sp],,
Cambodia,KH,6,Kampong Thum [Kmpng Thum],Cambodia - Kampong Thum [Kmpng Thum],,
Cambodia,KH,7,Kampot [Kmpt],Cambodia - Kampot [Kmpt],,
Cambodia,KH,8,Kandaal [Kndal],Cambodia - Kandaal [Kndal],,
Cambodia,KH,9,Kaoh Kong [Kah Kong],Cambodia - Kaoh Kong [Kah Kong],,
Kiribati,KI,G,Gilbert Islands,Kiribati - Gilbert Islands,,
Kiribati,KI,L,Line Islands,Kiribati - Line Islands,,
Kiribati,KI,P,Phoenix Islands,Kiribati - Phoenix Islands,,
Comoros,KM,A,Anjouan,Comoros - Anjouan,,
Comoros,KM,G,Grande Comore,Comoros - Grande Comore,,
Comoros,KM,M,Moh_li,Comoros - Moh_li,,
Saint Kitts and Nevis,KN,1,Christ Church Nichola Town,Saint Kitts and Nevis - Christ Church Nichola Town,,
Saint Kitts and Nevis,KN,2,Saint Anne Sandy Point,Saint Kitts and Nevis - Saint Anne Sandy Point,,
Saint Kitts and Nevis,KN,3,Saint George Basseterre,Saint Kitts and Nevis - Saint George Basseterre,,
Saint Kitts and Nevis,KN,4,Saint George Gingerland,Saint Kitts and Nevis - Saint George Gingerland,,
Saint Kitts and Nevis,KN,5,Saint James Windward,Saint Kitts and Nevis - Saint James Windward,,
Saint Kitts and Nevis,KN,6,Saint John Capisterre,Saint Kitts and Nevis - Saint John Capisterre,,
Saint Kitts and Nevis,KN,7,Saint John Figtree,Saint Kitts and Nevis - Saint John Figtree,,
Saint Kitts and Nevis,KN,8,Saint Mary Cayon,Saint Kitts and Nevis - Saint Mary Cayon,,
Saint Kitts and Nevis,KN,9,Saint Paul Capisterre,Saint Kitts and Nevis - Saint Paul Capisterre,,
Saint Kitts and Nevis,KN,10,Saint Paul Charlestown,Saint Kitts and Nevis - Saint Paul Charlestown,,
Saint Kitts and Nevis,KN,11,Saint Peter Basseterre,Saint Kitts and Nevis - Saint Peter Basseterre,,
Saint Kitts and Nevis,KN,12,Saint Thomas Lowland,Saint Kitts and Nevis - Saint Thomas Lowland,,
Saint Kitts and Nevis,KN,13,Saint Thomas Middle Island,Saint Kitts and Nevis - Saint Thomas Middle Island,,
Saint Kitts and Nevis,KN,15,Trinity Palmetto Point,Saint Kitts and Nevis - Trinity Palmetto Point,,
North Korea,KP,1,Phyeongyang,North Korea - Phyeongyang,,
North Korea,KP,2,Phyeongannamto,North Korea - Phyeongannamto,,
North Korea,KP,3,Phyeonganpukto,North Korea - Phyeonganpukto,,
North Korea,KP,4,Jakangto,North Korea - Jakangto,,
North Korea,KP,5,Hwanghainamto,North Korea - Hwanghainamto,,
North Korea,KP,6,Hwanghaipukto,North Korea - Hwanghaipukto,,
North Korea,KP,7,Kangweonto,North Korea - Kangweonto,,
North Korea,KP,8,Hamkyeongnamto,North Korea - Hamkyeongnamto,,
North Korea,KP,9,Hamkyeongpukto,North Korea - Hamkyeongpukto,,
North Korea,KP,10,Yanggang-do,North Korea - Yanggang-do,,
North Korea,KP,13,Nason,North Korea - Nason,,
South Korea,KR,11,Seoul Teugbyeolsi [Seoul-T'ukpyolshi],South Korea - Seoul Teugbyeolsi [Seoul-T'ukpyolshi],,
South Korea,KR,26,Busan Gwang'yeogsi [Pusan-Kwangyokshi],South Korea - Busan Gwang'yeogsi [Pusan-Kwangyokshi],,
South Korea,KR,27,Daegu Gwang'yeogsi [Taegu-Kwangyokshi],South Korea - Daegu Gwang'yeogsi [Taegu-Kwangyokshi],,
South Korea,KR,28,Incheon Gwang'yeogsi [Incheon],South Korea - Incheon Gwang'yeogsi [Incheon],,
South Korea,KR,29,Gwangju Gwang'yeogsi [Kwangju-Kwangyokshi],South Korea - Gwangju Gwang'yeogsi [Kwangju-Kwangyokshi],,
South Korea,KR,30,Daejeon Gwang'yeogsi [Taejon-Kwangyokshi],South Korea - Daejeon Gwang'yeogsi [Taejon-Kwangyokshi],,
South Korea,KR,31,Ulsan Gwang'yeogsi [Ulsan-Kwangyokshi],South Korea - Ulsan Gwang'yeogsi [Ulsan-Kwangyokshi],,
South Korea,KR,41,Gyeonggido [Kyonggi-do],South Korea - Gyeonggido [Kyonggi-do],,
South Korea,KR,42,Gang'weondo [Kang-won-do],South Korea - Gang'weondo [Kang-won-do],,
South Korea,KR,43,Chungcheongbugdo [Ch'ungch'ongbuk-do],South Korea - Chungcheongbugdo [Ch'ungch'ongbuk-do],,
South Korea,KR,44,Chungcheongnamdo [Ch'ungch'ongnam-do],South Korea - Chungcheongnamdo [Ch'ungch'ongnam-do],,
South Korea,KR,45,Jeonrabugdo [Chollabuk-do],South Korea - Jeonrabugdo [Chollabuk-do],,
South Korea,KR,46,Jeonranamdo [Chollanam-do],South Korea - Jeonranamdo [Chollanam-do],,
South Korea,KR,47,Gyeongsangbugdo [Kyongsangbuk-do],South Korea - Gyeongsangbugdo [Kyongsangbuk-do],,
South Korea,KR,48,Gyeongsangnamdo [Kyongsangnam-do],South Korea - Gyeongsangnamdo [Kyongsangnam-do],,
South Korea,KR,49,Jejudo [Cheju-do],South Korea - Jejudo [Cheju-do],,
Kuwait,KW,AH,Al A?madi,Kuwait - Al A?madi,,
Kuwait,KW,FA,Al Farwaniyah,Kuwait - Al Farwaniyah,,
Kuwait,KW,HA,?awalli,Kuwait - ?awalli,,
Kuwait,KW,JA,Al Jahra,Kuwait - Al Jahra,,
Kuwait,KW,KU,Al Kuwayt,Kuwait - Al Kuwayt,,
Kuwait,KW,MU,Mubarak al Kabir,Kuwait - Mubarak al Kabir,,
Cayman Islands,KY,1,Bodden Town,Cayman Islands - Bodden Town,,
Cayman Islands,KY,2,Cayman Brac,Cayman Islands - Cayman Brac,,
Cayman Islands,KY,3,East End,Cayman Islands - East End,,
Cayman Islands,KY,4,George Town,Cayman Islands - George Town,,
Cayman Islands,KY,5,Little Cayman,Cayman Islands - Little Cayman,,
Cayman Islands,KY,6,North Side,Cayman Islands - North Side,,
Cayman Islands,KY,7,West Bay,Cayman Islands - West Bay,,
Kazakhstan,KZ,AKM,Aqmola oblysy,Kazakhstan - Aqmola oblysy,,
Kazakhstan,KZ,AKT,Aqt_be oblysy,Kazakhstan - Aqt_be oblysy,,
Kazakhstan,KZ,ALA,Almaty,Kazakhstan - Almaty,,
Kazakhstan,KZ,ALM,Almaty oblysy,Kazakhstan - Almaty oblysy,,
Kazakhstan,KZ,AST,Astana,Kazakhstan - Astana,,
Kazakhstan,KZ,ATY,Atyrau oblysy,Kazakhstan - Atyrau oblysy,,
Kazakhstan,KZ,KAR,Qaraghandy oblysy,Kazakhstan - Qaraghandy oblysy,,
Kazakhstan,KZ,KUS,Qostanay oblysy,Kazakhstan - Qostanay oblysy,,
Kazakhstan,KZ,KZY,Qyzylorda oblysy,Kazakhstan - Qyzylorda oblysy,,
Kazakhstan,KZ,MAN,Mangghystau oblysy,Kazakhstan - Mangghystau oblysy,,
Kazakhstan,KZ,PAV,Pavlodar oblysy,Kazakhstan - Pavlodar oblysy,,
Kazakhstan,KZ,SEV,Soltstik Qazaqstan oblysy,Kazakhstan - Soltstik Qazaqstan oblysy,,
Kazakhstan,KZ,VOS,Shyghys Qazaqstan oblysy,Kazakhstan - Shyghys Qazaqstan oblysy,,
Kazakhstan,KZ,YUZ,Ongtstik Qazaqstan oblysy,Kazakhstan - Ongtstik Qazaqstan oblysy,,
Kazakhstan,KZ,ZAP,Batys Qazaqstan oblysy,Kazakhstan - Batys Qazaqstan oblysy,,
Kazakhstan,KZ,ZHA,Zhambyl oblysy,Kazakhstan - Zhambyl oblysy,,
Laos,LA,AT,Attapu [Attopeu],Laos - Attapu [Attopeu],,
Laos,LA,BK,Boko,Laos - Boko,,
Laos,LA,BL,Bolikhamxai [Borikhane],Laos - Bolikhamxai [Borikhane],,
Laos,LA,CH,Champasak [Champassak],Laos - Champasak [Champassak],,
Laos,LA,HO,Houaphan,Laos - Houaphan,,
Laos,LA,KH,Khammouan,Laos - Khammouan,,
Laos,LA,LM,Louang Namtha,Laos - Louang Namtha,,
Laos,LA,LP,Louangphabang [Louang Prabang),Laos - Louangphabang [Louang Prabang),,
Laos,LA,OU,Oudmxai [Oudomsai],Laos - Oudmxai [Oudomsai],,
Laos,LA,PH,Phngsali [Phong Saly],Laos - Phngsali [Phong Saly],,
Laos,LA,SL,Salavan [Saravane],Laos - Salavan [Saravane],,
Laos,LA,SV,Savannakh_t,Laos - Savannakh_t,,
Laos,LA,VT,Vientiane,Laos - Vientiane,,
Laos,LA,XA,Xaignabouli [Sayaboury],Laos - Xaignabouli [Sayaboury],,
Laos,LA,XE,X_kong [S_kong],Laos - X_kong [S_kong],,
Laos,LA,XI,Xiangkhoang [Xieng Khouang],Laos - Xiangkhoang [Xieng Khouang],,
Laos,LA,XN,Xaismboun,Laos - Xaismboun,,
Lebanon,LB,AK,Aakkr,Lebanon - Aakkr,,
Lebanon,LB,AS,Liban-Nord,Lebanon - Liban-Nord,,
Lebanon,LB,BA,Beyrouth,Lebanon - Beyrouth,,
Lebanon,LB,BH,Baalbek-Hermel,Lebanon - Baalbek-Hermel,,
Lebanon,LB,BI,El B_qaa,Lebanon - El B_qaa,,
Lebanon,LB,JA,Liban-Sud,Lebanon - Liban-Sud,,
Lebanon,LB,JL,Mont-Liban,Lebanon - Mont-Liban,,
Lebanon,LB,NA,Nabaty_,Lebanon - Nabaty_,,
Saint Lucia,LC,1,Anse la Raye,Saint Lucia - Anse la Raye,,
Saint Lucia,LC,2,Castries,Saint Lucia - Castries,,
Saint Lucia,LC,3,Choiseul,Saint Lucia - Choiseul,,
Saint Lucia,LC,4,Dauphin,Saint Lucia - Dauphin,,
Saint Lucia,LC,5,Dennery,Saint Lucia - Dennery,,
Saint Lucia,LC,6,Gros Islet,Saint Lucia - Gros Islet,,
Saint Lucia,LC,7,Laborie,Saint Lucia - Laborie,,
Saint Lucia,LC,8,Micoud,Saint Lucia - Micoud,,
Saint Lucia,LC,9,Praslin,Saint Lucia - Praslin,,
Saint Lucia,LC,10,Soufrire,Saint Lucia - Soufrire,,
Saint Lucia,LC,11,Vieux Fort,Saint Lucia - Vieux Fort,,
Liechtenstein,LI,1,Balzers,Liechtenstein - Balzers,,
Liechtenstein,LI,2,Eschen,Liechtenstein - Eschen,,
Liechtenstein,LI,3,Gamprin,Liechtenstein - Gamprin,,
Liechtenstein,LI,4,Mauren,Liechtenstein - Mauren,,
Liechtenstein,LI,5,Planken,Liechtenstein - Planken,,
Liechtenstein,LI,6,Ruggell,Liechtenstein - Ruggell,,
Liechtenstein,LI,7,Schaan,Liechtenstein - Schaan,,
Liechtenstein,LI,8,Schellenberg,Liechtenstein - Schellenberg,,
Liechtenstein,LI,9,Triesen,Liechtenstein - Triesen,,
Liechtenstein,LI,10,Triesenberg,Liechtenstein - Triesenberg,,
Liechtenstein,LI,11,Vaduz,Liechtenstein - Vaduz,,
Sri Lanka,LK,1,Basnahira pa?ata,Sri Lanka - Basnahira pa?ata,,
Sri Lanka,LK,11,Colombo,Sri Lanka - Colombo,,
Sri Lanka,LK,12,Gampaha,Sri Lanka - Gampaha,,
Sri Lanka,LK,13,Kalutara,Sri Lanka - Kalutara,,
Sri Lanka,LK,2,Madhyama pa?ata,Sri Lanka - Madhyama pa?ata,,
Sri Lanka,LK,21,Kandy,Sri Lanka - Kandy,,
Sri Lanka,LK,22,Matale,Sri Lanka - Matale,,
Sri Lanka,LK,23,Nuwara Eliya,Sri Lanka - Nuwara Eliya,,
Sri Lanka,LK,3,Daku?u pa?ata,Sri Lanka - Daku?u pa?ata,,
Sri Lanka,LK,31,Galle,Sri Lanka - Galle,,
Sri Lanka,LK,32,Matara,Sri Lanka - Matara,,
Sri Lanka,LK,33,Hambantota,Sri Lanka - Hambantota,,
Sri Lanka,LK,4,Uturu pa?ata,Sri Lanka - Uturu pa?ata,,
Sri Lanka,LK,41,Jaffna,Sri Lanka - Jaffna,,
Sri Lanka,LK,42,Kilinochchi,Sri Lanka - Kilinochchi,,
Sri Lanka,LK,43,Mannar,Sri Lanka - Mannar,,
Sri Lanka,LK,44,Vavuniya,Sri Lanka - Vavuniya,,
Sri Lanka,LK,45,Mullaittivu,Sri Lanka - Mullaittivu,,
Sri Lanka,LK,5,N_?genahira pa?ata,Sri Lanka - N_?genahira pa?ata,,
Sri Lanka,LK,51,Batticaloa,Sri Lanka - Batticaloa,,
Sri Lanka,LK,52,Ampara,Sri Lanka - Ampara,,
Sri Lanka,LK,53,Trincomalee,Sri Lanka - Trincomalee,,
Sri Lanka,LK,6,Vayamba pa?ata,Sri Lanka - Vayamba pa?ata,,
Sri Lanka,LK,61,Kurunegala,Sri Lanka - Kurunegala,,
Sri Lanka,LK,62,Puttalam,Sri Lanka - Puttalam,,
Sri Lanka,LK,7,Uturum_?da pa?ata,Sri Lanka - Uturum_?da pa?ata,,
Sri Lanka,LK,71,Anuradhapura,Sri Lanka - Anuradhapura,,
Sri Lanka,LK,72,Polonnaruwa,Sri Lanka - Polonnaruwa,,
Sri Lanka,LK,8,Uva pa?ata,Sri Lanka - Uva pa?ata,,
Sri Lanka,LK,81,Badulla,Sri Lanka - Badulla,,
Sri Lanka,LK,82,Monaragala,Sri Lanka - Monaragala,,
Sri Lanka,LK,9,Sabaragamuva pa?ata,Sri Lanka - Sabaragamuva pa?ata,,
Sri Lanka,LK,91,Ratnapura,Sri Lanka - Ratnapura,,
Sri Lanka,LK,92,Kegalla,Sri Lanka - Kegalla,,
Liberia,LR,BG,Bong,Liberia - Bong,,
Liberia,LR,BM,Bomi,Liberia - Bomi,,
Liberia,LR,CM,Grand Cape Mount,Liberia - Grand Cape Mount,,
Liberia,LR,GB,Grand Bassa,Liberia - Grand Bassa,,
Liberia,LR,GG,Grand Gedeh,Liberia - Grand Gedeh,,
Liberia,LR,GK,Grand Kru,Liberia - Grand Kru,,
Liberia,LR,GP,Gbarpolu,Liberia - Gbarpolu,,
Liberia,LR,LO,Lofa,Liberia - Lofa,,
Liberia,LR,MG,Margibi,Liberia - Margibi,,
Liberia,LR,MO,Montserrado,Liberia - Montserrado,,
Liberia,LR,MY,Maryland,Liberia - Maryland,,
Liberia,LR,NI,Nimba,Liberia - Nimba,,
Liberia,LR,RG,River Gee,Liberia - River Gee,,
Liberia,LR,RI,Rivercess,Liberia - Rivercess,,
Liberia,LR,SI,Sinoe,Liberia - Sinoe,,
Lesotho,LS,A,Maseru,Lesotho - Maseru,,
Lesotho,LS,B,Butha-Buthe,Lesotho - Butha-Buthe,,
Lesotho,LS,C,Leribe,Lesotho - Leribe,,
Lesotho,LS,D,Berea,Lesotho - Berea,,
Lesotho,LS,E,Mafeteng,Lesotho - Mafeteng,,
Lesotho,LS,F,Mohale's Hoek,Lesotho - Mohale's Hoek,,
Lesotho,LS,G,Quthing,Lesotho - Quthing,,
Lesotho,LS,H,Qacha's Nek,Lesotho - Qacha's Nek,,
Lesotho,LS,J,Mokhotlong,Lesotho - Mokhotlong,,
Lesotho,LS,K,Thaba-Tseka,Lesotho - Thaba-Tseka,,
Lithuania,LT,AL,Alytaus Apskritis,Lithuania - Alytaus Apskritis,,
Lithuania,LT,KL,Klaipedos apskritis,Lithuania - Klaipedos apskritis,,
Lithuania,LT,KU,Kauno Apskritis,Lithuania - Kauno Apskritis,,
Lithuania,LT,MR,Marijampoles apskritis,Lithuania - Marijampoles apskritis,,
Lithuania,LT,PN,Paneve_io apskritis,Lithuania - Paneve_io apskritis,,
Lithuania,LT,SA,_iauliu Apskritis,Lithuania - _iauliu Apskritis,,
Lithuania,LT,TA,Taurages apskritis,Lithuania - Taurages apskritis,,
